       id        heduc   heblack   mixed     years   div  
   16140   12-15 years        No      No     2.075   Yes  
   16141   12-15 years        No      No      9.93    No  
   16144   12-15 years        No     Yes    24.999    No  
   16146   12-15 years       Yes     Yes    36.586    No  
   16152    < 12 years       Yes      No    2.3055   Yes  
   16155   12-15 years       Yes      No     19.37    No  
   16160    < 12 years       Yes     Yes    49.287    No  
   16166     16+ years        No      No    10.086   Yes  
   16167     16+ years        No      No    11.159    No  
   16171    < 12 years        No      No     6.597   Yes  
   16173    < 12 years       Yes     Yes   30.5285   Yes  
   16176   12-15 years        No     Yes    31.918   Yes  
   16206   12-15 years        No     Yes    30.018    No  
   16208    < 12 years       Yes      No       9.9   Yes  
   16217    < 12 years        No     Yes     6.886    No  
   16218   12-15 years       Yes      No     6.886    No  
   16228   12-15 years       Yes      No      .862    No  
   16232   12-15 years       Yes     Yes      .999    No  
   16246    < 12 years        No     Yes      3.11    No  
   16258   12-15 years        No     Yes        16   Yes  
   16262    < 12 years       Yes     Yes       .58   Yes  
   16269    < 12 years        No      No    27.001    No  
   16271    < 12 years        No      No     6.166   Yes  
   16273    < 12 years        No     Yes   14.2095   Yes  
   16276    < 12 years        No     Yes    18.667    No  
   16281   12-15 years       Yes     Yes     30.91    No  
   16287   12-15 years       Yes      No     3.751   Yes  
   16291   12-15 years       Yes      No     3.751   Yes  
   16296    < 12 years        No     Yes      5.67   Yes  
   16300    < 12 years       Yes     Yes    5.4185   Yes  
   16314   12-15 years        No     Yes     5.038    No  
   16318    < 12 years        No     Yes      5.67   Yes  
   16323   12-15 years       Yes      No     7.786    No  
   16330    < 12 years       Yes      No     6.995    No  
   16336   12-15 years       Yes      No     6.995    No  
   16341   12-15 years       Yes     Yes         8   Yes  
   16342     16+ years       Yes     Yes         8   Yes  
   16347    < 12 years       Yes     Yes    6.1655   Yes  
   16349   12-15 years       Yes      No     5.002    No  
   16358   12-15 years        No      No    20.167   Yes  
   16364   12-15 years        No      No    25.752    No  
   16367    < 12 years        No     Yes        20    No  
   16369    < 12 years       Yes     Yes    18.998    No  
   16386    < 12 years       Yes     Yes    13.002    No  
   16397    < 12 years       Yes      No     8.427   Yes  
   16403    < 12 years       Yes      No     4.832   Yes  
   16406   12-15 years       Yes      No     4.832   Yes  
   16412    < 12 years        No     Yes   23.2935   Yes  
   16415    < 12 years        No     Yes    25.123    No  
   16428    < 12 years       Yes     Yes    2.1275   Yes  
   16429    < 12 years        No     Yes   15.0855   Yes  
   16436   12-15 years       Yes     Yes     4.942    No  
   16440     16+ years        No      No    19.146    No  
   16445   12-15 years        No      No    5.9575   Yes  
   16448   12-15 years        No     Yes    33.859    No  
   16454    < 12 years        No     Yes     9.977    No  
   16457    < 12 years        No     Yes   20.3285   Yes  
   16466    < 12 years       Yes     Yes     7.299    No  
   16472   12-15 years       Yes      No     4.249    No  
   16474   12-15 years       Yes     Yes    49.834    No  
   16478   12-15 years       Yes      No      6.85    No  
   16485   12-15 years       Yes     Yes     7.299    No  
   16487    < 12 years       Yes      No    24.999    No  
   16489    < 12 years       Yes     Yes    39.247    No  
   16494   12-15 years        No     Yes    16.444    No  
   16509   12-15 years       Yes      No     9.405    No  
   16517   12-15 years       Yes      No     6.617    No  
   16533    < 12 years       Yes     Yes    18.374    No  
   16537    < 12 years       Yes      No    18.374    No  
   16557   12-15 years        No     Yes        24    No  
   16559    < 12 years       Yes     Yes    10.001    No  
   16562    < 12 years        No     Yes    10.001    No  
   16564    < 12 years       Yes     Yes     49.35    No  
   16569   12-15 years       Yes      No     6.877    No  
   16576   12-15 years       Yes     Yes     6.954   Yes  
   16582   12-15 years       Yes      No    11.847    No  
   16592    < 12 years        No     Yes     4.068    No  
   16594    < 12 years       Yes      No     19.88    No  
   16598   12-15 years       Yes      No     4.068    No  
   16600    < 12 years       Yes     Yes    18.905   Yes  
   16603    < 12 years        No     Yes     36.58    No  
   16608   12-15 years        No     Yes     2.908    No  
   16611    < 12 years       Yes     Yes     6.664   Yes  
   16613    < 12 years       Yes     Yes    10.998   Yes  
   16626   12-15 years        No     Yes    14.762    No  
   16631   12-15 years       Yes     Yes    10.962    No  
   16633   12-15 years        No     Yes    17.758    No  
   16636    < 12 years       Yes      No      .816    No  
   16638    < 12 years       Yes      No   17.7465   Yes  
   16640    < 12 years       Yes     Yes    28.419    No  
   16643    < 12 years        No     Yes    26.582    No  
   16652    < 12 years       Yes     Yes     4.134   Yes  
   16654   12-15 years        No     Yes    15.959    No  
   16658    < 12 years       Yes      No     6.888    No  
   16667   12-15 years       Yes      No    3.2825   Yes  
   16669    < 12 years       Yes      No    41.391    No  
   16679     16+ years        No      No    13.196    No  
   16685     16+ years        No      No    25.886    No  
   16686   12-15 years        No      No    25.886    No  
   16689   12-15 years        No     Yes    9.6535   Yes  
   16691    < 12 years       Yes     Yes    59.452    No  
   16695   12-15 years        No     Yes     21.93    No  
   16699    < 12 years       Yes     Yes      6.59   Yes  
   16706     16+ years       Yes      No     7.915    No  
   16709   12-15 years        No     Yes    32.621    No  
   16713    < 12 years        No     Yes    22.858    No  
   16715    < 12 years       Yes      No    29.478    No  
   16717    < 12 years       Yes     Yes    21.584   Yes  
   16720    < 12 years        No     Yes   28.9365   Yes  
   16724   12-15 years        No     Yes     3.083   Yes  
   16731    < 12 years       Yes      No     12.89    No  
   16733     16+ years       Yes      No     16.95    No  
   16735   12-15 years       Yes     Yes     5.032   Yes  
   16737    < 12 years       Yes     Yes     40.98    No  
   16741    < 12 years       Yes      No    2.6635   Yes  
   16746    < 12 years       Yes     Yes     8.616   Yes  
   16750   12-15 years       Yes     Yes    12.671   Yes  
   16769   12-15 years       Yes     Yes    16.216    No  
   16780   12-15 years       Yes      No      4.17   Yes  
   16788   12-15 years       Yes      No     1.314    No  
   16797    < 12 years        No     Yes   11.4115   Yes  
   16809   12-15 years       Yes      No     22.93    No  
   16821    < 12 years        No     Yes    19.001    No  
   16830   12-15 years       Yes      No     9.413   Yes  
   16843   12-15 years        No     Yes    41.158    No  
   16851     16+ years       Yes     Yes     2.094    No  
   16855    < 12 years        No      No    22.346    No  
   16865    < 12 years       Yes      No      .301    No  
   16880    < 12 years       Yes      No      .301    No  
   16882   12-15 years       Yes     Yes    28.342    No  
   16887   12-15 years        No     Yes     8.942    No  
   16892    < 12 years        No     Yes    36.474    No  
   16900   12-15 years       Yes     Yes    3.8355   Yes  
   16904    < 12 years       Yes     Yes     27.88    No  
   16908    < 12 years       Yes      No     1.418    No  
   16914    < 12 years       Yes      No      .728    No  
   16916    < 12 years       Yes     Yes    28.882    No  
   16930    < 12 years       Yes     Yes    24.334   Yes  
   16939    < 12 years       Yes      No    13.079    No  
   16942   12-15 years       Yes     Yes    19.075    No  
   16944    < 12 years       Yes     Yes    49.963    No  
   16955    < 12 years        No     Yes    41.361    No  
   16961     16+ years        No     Yes    25.572    No  
   16965    < 12 years        No     Yes    50.157    No  
   16971     16+ years        No      No    24.931    No  
   16981   12-15 years        No      No    11.239   Yes  
   16985    < 12 years        No      No    20.912    No  
   16996     16+ years        No      No    20.085    No  
   17001   12-15 years        No      No    6.9185   Yes  
   17003   12-15 years        No      No   13.5825   Yes  
   17009   12-15 years        No      No     6.653   Yes  
   17018   12-15 years        No      No     3.918    No  
   17024   12-15 years        No     Yes    3.5485   Yes  
   17033    < 12 years       Yes      No     8.485    No  
   17035    < 12 years       Yes     Yes    17.892    No  
   17041    < 12 years       Yes      No   22.6555   Yes  
   17045     16+ years       Yes      No     1.541    No  
   17053    < 12 years        No      No   12.0905   Yes  
   17057   12-15 years        No      No    18.086    No  
   17060   12-15 years        No      No    18.086    No  
   17063    < 12 years        No     Yes    10.166    No  
   17069    < 12 years       Yes     Yes   10.0865   Yes  
   17071    < 12 years       Yes      No   17.3855   Yes  
   17073   12-15 years       Yes     Yes    14.001    No  
